Gold,Silver,BGMI,XAU
293,5,,74.629997
293.75,5.06,,73.589996
293.5,5.045,,75.110001
293.1,5.055,392.06,75.389999
292.75,5.035,,73.589996
290.1,4.96,,73.099998
290.1,4.925,,79.18
290.9,4.95,,83.059998
293.6,5.035,427.43,79.279999
292.4,4.995,,79.029999
291.75,5,,78.099998
293.6,4.9875,,76.459999
293,4.985,,81.379997
297.2,5.1275,420.72,78.220001
295.35,5.035,,75.279999
294.6,4.95,,76.220001
294.4,4.955,,78.120003
297.85,5.01,,77.43
296.05,4.96,406.34,77.050003
295.6,4.915,,78.260002
295.95,4.9175,,76.18
296.2,4.915,,75.239998
296.25,4.92,,
295.7,4.935,390.45,74.610001
295.75,4.925,,70.959999
293.35,4.875,,71.230003
293.9,4.875,,69.370003
292.95,4.69,,66.169998
292.4,4.7825,346.86,67.160004
292.35,4.76,,68.860001
294.5,4.78,,65.889999
293.5,4.82,,64.860001
294.9,4.835,,69.290001
294.3,4.835,362.62,65.860001
291.25,4.785,,65.75
292.5,4.87,,66.330002
292.55,4.9425,,69.809998
293.75,5.0175,,66.239998
292.35,4.935,333.13,64.779999
289.95,4.95,,63.41
288.7,4.89,,61.25
287.7,4.89,,63.23
286.65,4.905,,63.41
,,342.99,
,,,62.23
286.7,4.915,,64.849998
286.8,5.03,,63.540001
287.45,5.005,,64.970001
,,312.1,
288.25,4.995,,65.519997
287,4.91,,66.739998
287.15,5.1525,,68.389999
288.6,5.29,,72.190002
290.9,5.21,354.58,72.949997
291.25,5.255,,74.919998
291.4,5.355,,69.989998
288.2,5.185,,69.519997
285.7,5.14,,68.68
285.85,5.105,334.21,68.739998
286.95,5.13,,
287.3,5.125,,67.580002
285.9,5.13,,67.970001
287.1,5.1525,,68.489998
287.75,5.135,337.16,66.919998
286.3,5.095,,65.910004
287.3,5.15,,63.139999
285.8,5.08,,61.66
282.3,5.0875,,62.099998
285.65,5.2375,310.07,63.259998
287.1,5.275,,65.720001
289.75,5.28,,65.900002
287.55,5.54,,64.330002
287.25,5.62,,67.739998
289.75,5.69,332.45,67.949997
288.85,5.575,,68.519997
287.65,5.53,,63.630001
287.1,5.525,,63.75
287.5,5.495,,63.16
287.4,5.64,317.89,66.620003
290.05,5.75,,
288.05,5.665,,63.900002
285.35,5.385,,62.360001
285.65,5.4625,,62.169998
287.05,5.6,312.25,62.59
287.2,5.575,,62.310001
286.65,5.505,,61.639999
286.1,5.5,,61.029999
287.1,5.42,,61.389999
286.8,5.58,302.73,60.560001
287.05,5.62,,60.709999
286.4,5.485,,60.700001
286.65,5.345,,61.349998
286.7,5.2225,,62.419998
287.9,5.295,310.66,62.09
288.5,5.245,,64.919998
291.9,5.315,,64.93
291.5,5.24,,65.669998
293.8,5.285,,65.550003
293.65,5.3075,329.91,63.369999
291.25,5.205,,61.400002
286.8,5.055,,62.169998
283.9,5.0425,,62.490002
284.35,5.04,,61.650002
283.45,5.035,314.77,62.470001
284.5,5.07,,62.560001
285.1,5.13,,61.139999
284.25,5.095,,62.799999
283.75,5.055,,61.939999
282,5.0575,316.83,60.759998
280.35,5.0925,,58.52
280.05,5.115,,56.439999
279.8,5.025,,59.759998
280.5,5.01,,58.779999
,,303.73,
,,,57.200001
278.35,4.945,,58.029999
280.25,4.9575,,57.860001
280.4,4.9775,,57.02
281.6,4.915,297.75,59.23
282.7,4.98,,61.299999
282.5,4.89,,61.080002
283.85,4.94,,58.939999
281.25,4.88,,63.43
283.9,5.02,326.7,67.720001
284.65,5.065,,69.699997
284.55,5.145,,67.379997
283.9,5.115,,65.519997
283.35,5.1525,,68.410004
283.7,5.1825,348.85,67.589996
283.1,5.145,,65.629997
281.5,5.0975,,69.370003
282.8,5.205,,72.449997
283.7,5.275,,74.550003
285.85,5.44,377.04,73.419998
,,,75.830002
285.6,5.325,,74.75
285.5,5.295,,79.629997
288.1,5.43,,82.629997
283.4,5.2725,377.04,72.050003
280.65,5.375,,67.339996
278.3,5.3825,,68.949997
278,5.4,,67.43
278.4,5.365,,68.650002
277.2,5.47,350.87,68.720001
276.1,5.36,,66.230003
274.7,5.375,,63.700001
272.85,5.285,,65.260002
274.4,5.315,,63.82
274.85,5.305,335.81,63.66
272.2,5.145,,62.509998
272.65,5.085,,60.400002
269.5,5.05,,60.860001
268.25,4.955,,61.68
271.05,4.935,323.46,60.869999
265.5,4.88,,59.93
267.05,4.98,,61.040001
263.85,4.96,,62.419998
266.5,4.9025,329.62,62.080002
266.35,4.98,,61.950001
263.85,4.98,,60.59
262,4.9275,,59.810001
258.35,5.02,,61.580002
259.2,5.09,325.96,62.77
259.3,5.115,,61.599998
259.65,5.0725,,61.16
258.9,5.01,,60.549999
259,5.0475,,61.029999
260.5,5.065,320.1,61.799999
259.15,4.97,,60.610001
259.15,5.02,,59.5
258.7,5.07,,62.73
260.7,5.1,,61.98
261.15,5.125,320.29,63.200001
260,5.0725,,63.759998
260.8,5.15,,65.209999
261.2,5.2175,,66.93
263,5.31,,66.809998
262.9,5.24,346.13,67.07
262.85,5.27,,
261.3,5.2575,,62.950001
256.2,5.175,,62.880001
256.4,5.225,,61.880001
257,5.215,327.92,62.66
256.05,5.2275,,61.200001
254.25,5.0885,,60.720001
255.6,5.12,,60.18
253.75,5.05,,59.200001
254.8,5.11,317.37,59.139999
253.15,5.05,,57.84
253,5.05,,59.18
252.9,5.025,,61.669998
255.35,5.115,,62.099998
254.9,5.13,323.58,61.290001
253.5,5.115,,61.139999
254.2,5.16,,61.360001
254,5.15,,61.77
254.5,5.3225,,64.620003
256.75,5.4475,334.96,62.869999
255.35,5.36,,61.740002
255.7,5.41,,65.220001
257.5,5.52,,66.470001
256.25,5.455,,66.120003
255.3,5.385,336.35,64.849998
256.45,5.3575,,68.540001
257,5.28,,67.779999
256.9,5.34,,71.019997
260.2,5.395,,69.510002
260.7,5.34,352.3,68.940002
259.25,5.2575,,67.269997
259,5.235,,69.769997
261.5,5.24,,66.110001
258.6,5.205,,66.879997
258.6,5.1875,338.82,67.510002
257.5,5.245,,68.239998
254.2,5.13,,66.110001
253.2,5.11,,65.019997
253.15,5.075,,67.160004
254.7,5.12,343.29,66.889999
,,,65.25
254.6,5.0775,,67.339996
255.45,5.195,,66.760002
254.05,5.1425,,67.57
255.4,5.19,339.75,65.779999
254.9,5.135,,
254.9,5.16,,67.129997
256,5.165,,66.400002
256.8,5.1875,,67.889999
256.2,5.2,335.36,66.629997
256.6,5.19,,65.690002
256.7,5.135,,65.779999
257.4,5.13,,64.470001
255.7,5.1,,64.629997
255.2,5.0975,321.32,63.790001
255.3,5.115,,64.25
255.2,5.14,,68.489998
262.6,5.255,,69.339996
263.4,5.26,,69.300003
265.6,5.25,347.76,71.459999
281.7,5.3175,,86.519997
288.25,5.44,,86.18
317.25,5.71,,82.25
303.75,5.575,,80.260002
303,5.6725,394.94,82.910004
311.75,5.605,,88.809998
326.25,5.71,,84.610001
325,5.4725,,82.459999
318,5.5775,,80.029999
322.75,5.555,390.6,77.089996
317.75,5.52,,80.169998
323.5,5.565,,77
320.5,5.55,,81.010002
322.65,5.65,,76.989998
316,5.38,433.68,77.410004
317.65,5.345,,75.82
309,5.23,,73.260002
309.75,5.24,,73.120003
305.5,5.1725,,74.389999
303.25,5.21,384.16,72.339996
302.4,5.24,,72.110001
297.95,5.2625,,67.709999
290.4,5.185,,69.43
300.9,5.21,,69.379997
298.85,5.29,364.95,69.550003
293.85,5.195,,66.970001
292.05,5.21,,68.690002
291.75,5.22,,68.260002
292.25,5.22,,68.18
292,5.21,361.82,66.800003
289,5.055,,68.260002
291.25,5.0775,,69.510002
291.85,5.11,,73.209999
296.25,5.125,,70.379997
292.8,5.075,419.86,69.940002
292.7,5.07,,71.080002
292,5.095,,69.940002
295.45,5.1675,,68.32
293.65,5.1,,68.370003
293.7,5.13,359.05,67.940002
294.4,5.135,,65.980003
296.7,5.1725,,70.139999
297.85,5.25,,72.550003
298.5,5.1975,,
297.2,5.1975,373.6,72.099998
293.1,5.22,,67.25
292,5.18,,67.040001
291.4,5.19,,66.199997
289.25,5.16,,64.809998
280.85,5.085,336.45,64.790001
277.25,5.07,,63.790001
280,5.135,,66.82
283.3,5.14,,65.559998
279.6,5.09,,63.43
278.45,5.1075,335.67,63.459999
279.75,5.115,,64.949997
280.3,5.1025,,62.799999
279.85,5.185,,65.330002
280.25,5.16,,66.230003
283.05,5.2,348.04,67.470001
284.25,5.2,,65.839996
284.6,5.175,,67.410004
287,5.165,,66.449997
286.4,5.1975,,66.559998
287.8,5.19,346.63,
,,,67.910004
,,,67.629997
290.65,5.19,,68.660004
290.85,5.33,,67.639999
,,360.74,67.970001
,,,67.529999
282.05,5.3025,,65.349998
282.1,5.285,,66.400002
280.35,5.14,,66.120003
282,5.135,358.68,65.43
281.7,5.145,,65.18
281.7,5.155,,66.339996
282.25,5.145,,65.029999
282.2,5.09,,64.910004
284.15,5.095,344.56,63.790001
284.9,5.125,,
286.85,5.13,,66.870003
288.75,5.1025,,66.550003
288.35,5.13,,64.620003
287.7,5.18,339.97,63.25
287.45,5.21,,61.720001
288.7,5.2675,,61
284.9,5.2,,59.299999
286.5,5.295,,62.490002
286.15,5.37,326.36,59.049999
283.05,5.26,,59.98
283.65,5.2425,,59.310001
283.1,5.2075,,60.669998
285.25,5.2,,60.830002
287.5,5.23,319.57,68.25
316.6,5.4475,,65.639999
303.15,5.27,,63.619999
306,5.3625,,67.589996
311.25,5.36,,68.339996
316.5,5.36,365.43,67.5
308.75,5.235,,65.57
307,5.24,,66.940002
300.5,5.23,,66.660004
306.25,5.285,,65.760002
302.25,5.23,346.41,68.040001
305.75,5.24,,
305.4,5.24,,68.160004
305.25,5.255,,64.400002
299.9,5.22,,61.93
297.15,5.15,323.28,60.59
292.75,5.0775,,59.639999
294,5.095,,59.759998
293.75,5.125,,60.93
289,5.035,,59.790001
289.3,5.02,304.02,58.889999
289.25,5.09,,58.82
288.35,5.05,,62.790001
292.75,5.065,,60.57
289,5.05,,61.189999
292.1,5.11,312.68,59.5
289.65,5.0925,,60.450001
290.3,5.08,,60.380001
288.7,5.08,,60.439999
288.4,5.115,,59.849998
285.5,5.06,307.46,58.200001
284.85,5.065,,59.43
286.15,5.035,,61.810001
289.4,5.13,,59.049999
286.5,5.105,,59.689999
284.9,5.08,301.28,59.830002
284.35,5.09,,58.900002
280.3,5.065,,58.32
279.1,5.05,,56.84
276.7,4.94,,56.130001
275.9,4.935,284.45,56.5
278.8,5.04,,56.599998
276.75,4.99,,58.439999
283.1,5.11,,58.84
278.85,5.095,,57.169998
279.95,5.085,289.08,56.110001
281.5,5.08,,56.52
281.2,5.1175,,56.09
280.25,5.095,,55.290001
281.4,5.1,,54.669998
280.65,5.13,276.92,57.75
283.5,5.135,,56.669998
281.8,5.085,,55.720001
281.4,5.1025,,56.599998
280.5,5.095,,55.709999
,,274.74,
,,,56.27
280,4.96,,55.330002
277.7,4.97,,55.470001
276.1,4.975,,56.16
275.85,4.9375,274.83,54.75
,,,55.549999
275,5.005,,61.02
277.6,5,,59.799999
277.3,5,,62.169998
280.5,5.075,305.63,59.919998
277.25,4.985,,59.619999
276.9,4.99,,59.970001
277.8,5.025,,60.389999
277,5,,59.419998
276.2,4.97,289.88,59.18
275.65,4.98,,59.669998
275.7,5.005,,59.860001
274.85,5.04,,57.259998
272.5,4.965,,56.57
273.75,4.98,280.84,56.720001
274,4.9775,,57.279999
275.15,4.995,,57.860001
273.9,4.98,,57.619999
273,4.9675,,56.560001
270.45,4.915,274.76,56.77
274.4,4.94,,57.689999
272.25,4.9,,56.279999
272.8,4.895,,56.540001
272.95,4.91,268.6,59.27
281.7,5.03,,61.610001
284.8,5.005,,62.080002
286.95,5.045,,60.049999
285.1,5.055,,59.57
285.15,5.035,287.06,58.540001
284.1,5.01,,60.139999
293,5.0875,,60.07
286.05,4.995,,61.529999
289.15,5.06,,60.18
290.3,5.05,292.87,60.209999
288.1,5.04,,58.380001
286.4,4.99,,57.59
286.6,5.02,,57.740002
286.1,4.93,,57.619999
285.3,4.955,284.15,56.619999
283,4.94,,56.459999
284.2,4.955,,57.150002
286.35,4.935,,59.209999
290.85,4.9775,,56.720001
289.15,5.0175,279.22,57.810001
288.05,4.995,,57.349998
287.8,4.99,,
287.7,4.99,,54.830002
285.4,4.97,,55.360001
284.15,4.985,277.19,54.59
284.25,4.975,,55.299999
283.6,4.975,,56.919998
282.85,4.955,,56.139999
280.65,4.955,,55.700001
280.65,4.96,277.29,54.639999
282.4,5.005,,55.18
282.65,5.015,,54.990002
281.8,4.99,,53.299999
277.9,4.96,,52.240002
280.35,4.9875,263.6,50.75
280.05,4.925,,50.299999
278.75,4.92,,50.200001
280.15,4.965,,51.040001
280.2,4.935,,50.82
278.45,4.95,257.14,51.290001
277.4,4.95,,50.849998
277.3,4.9775,,51.779999
277.15,4.96,,52.040001
276.65,4.9575,,49.59
273.3,4.9475,253.54,50.52
273.5,4.92,,50.810001
274,4.925,,51.009998
272.3,4.87,,50.310001
272.45,4.875,,50.669998
273.15,4.9,257.18,52.990002
275.45,4.91,,53.02
274.7,4.865,,53.02
275.5,4.845,,54.48
277.15,4.87,,52.91
277.15,4.8525,274.1,52.02
276.4,4.835,,51.110001
274,4.8275,,51.099998
272.45,4.81,,50.720001
272,4.76,,51.189999
273.35,4.86,257.18,51.799999
,,,51.009998
274,4.885,,50.560001
272.6,4.8925,,50.91
274.95,4.91,,52.34
276.6,4.94,273.88,52.84
277,4.955,,
276.2,4.9425,,53.220001
275.3,4.95,,54.220001
272.95,4.91,,53.990002
274.1,4.89,281.07,54.740002
272.6,4.865,,54.200001
272.8,4.855,,53.639999
272.8,4.88,,53.48
272.8,4.865,,52.509998
272.85,4.8675,277.24,51.209999
272.45,4.855,,50.610001
272,4.8475,,49.689999
271.1,4.855,,48.650002
269.65,4.82,,49.389999
272.35,4.8825,262.4,49.509998
273.55,4.8925,,49.59
274.05,4.8975,,48.990002
274.75,4.9,,50.900002
277.2,4.9375,,49.669998
274.1,4.8875,264.92,49.919998
274.3,4.8825,,48.889999
272.4,4.88,,48.560001
271.3,4.885,,48.689999
271.35,4.875,,47.080002
270.8,4.855,249.57,45.98
270.25,4.86,,47.139999
269.75,4.865,,47.27
273,4.885,,45.189999
270.8,4.8525,,47.630001
275.85,4.8825,250.55,45.740002
272.05,4.86,,45.080002
270.55,4.845,,44.110001
271.3,4.84,,43.869999
270.5,4.83,,43.639999
271.5,4.815,230.8,43.389999
271.25,4.83,,43.5
270.4,4.78,,42.779999
269.3,4.78,,42.41
266.75,4.75,,42.810001
266.05,4.7175,225.9,43.41
265.65,4.755,,44.669998
263.8,4.74,,43.869999
266,4.75,,43.43
265.75,4.75,,43.169998
266.45,4.71,225.73,43.619999
265.75,4.73,,44.110001
264.1,4.74,,44.470001
265,4.715,,43.84
264.3,4.7225,,43.880001
265.15,4.725,226.13,43.200001
264.3,4.67,,42.84
264.5,4.6625,,42.810001
265.25,4.66,,42.689999
265.4,4.67,,43
266.5,4.6525,224.55,41.849998
265.75,4.645,,42.169998
267.25,4.6475,,43.650002
266.45,4.62,,45.130001
265.9,4.62,,
266,4.615,237.11,44.52
266.2,4.62,,46.849998
269.75,4.6925,,47.09
269,4.695,,46.23
267,4.63,,47.080002
271.2,4.685,244.01,48.610001
271.15,4.665,,50.360001
271.85,4.6925,,47.970001
270.85,4.71,,50.48
275.1,4.745,,50.619999
273.3,4.71,259.06,51.07
272.5,4.66,,49.799999
271,4.66,,49.889999
269.95,4.65,,47.990002
269.7,4.6375,,48.02
270.3,4.61,244.03,49.43
270.5,4.575,,49.610001
269.45,4.57,,50.93
270.2,4.61,,53.110001
273,4.605,,52.259998
273.95,4.6,260.89,52.389999
,,,52.439999
274.7,4.63,,52.27
274.6,4.595,,52.099998
272.65,4.575,260.34,51.41
272.8,4.59,,51.779999
269,4.525,,50.540001
268.75,4.495,,49.790001
268,4.52,250.07,49.23
268.6,4.57,,49.75
267.75,4.55,,49.369999
266.7,4.53,,49.16
264.8,4.545,,48.169998
263.65,4.56,241.92,48.889999
263.35,4.6,,
264.5,4.605,,48.91
263.1,4.6675,,48.259998
264.1,4.725,,48.830002
265.75,4.82,260.37,48.919998
266.1,4.775,,51.990002
267.1,4.805,,50.939999
265.7,4.765,,48.75
263.6,4.7775,,48.77
264.5,4.785,266.14,48.509998
263.1,4.785,,47.52
263.4,4.7975,,48.52
266.2,4.79,,48.860001
266.85,4.7975,,49.75
268,4.745,280.81,48.880001
266.25,4.72,,48.599998
264.55,4.66,,47.540001
262.9,4.63,,47.599998
263.4,4.58,,46.369999
260.5,4.57,271.96,46.66
260.9,4.555,,46.599998
261.5,4.57,,46.310001
260.9,4.55,,45.82
259.5,4.515,,45.900002
256.7,4.5,268,47.380001
258.95,4.495,,
258.3,4.4975,,46.389999
257.3,4.42,,46.880001
258,4.425,,48.41
259.95,4.45,279.31,50.23
262.8,4.435,,53.529999
268.1,4.4625,,53.549999
265,4.43,,52.509998
266.7,4.51,,52.84
263.35,4.42,304.92,52.349998
261.85,4.4,,53.939999
262.6,4.42,,52.849998
261.55,4.42,,53.490002
263.6,4.46,,56.790001
268.75,4.505,321.99,55.009998
270.5,4.51,,55.130001
269.4,4.415,,53.52
267.45,4.45,,52.630001
262.7,4.42,,50.509998
260.2,4.35,290.28,48.369999
260.5,4.325,,49.209999
262.6,4.335,,49.5
261.2,4.335,,49.709999
262.25,4.34,,49.5
262.3,4.345,282.23,48.889999
261.3,4.35,,49.009998
262.75,4.365,,48.27
261.2,4.4275,,47.669998
260.2,4.36,,47.09
259.05,4.33,270.77,47.57
257.55,4.295,,46.209999
257,4.325,,47.790001
259.2,4.325,,50.290001
258.2,4.345,,50.220001
258.1,4.35,282.6,50.41
260.9,4.35,,50.779999
257.05,4.325,,51.02
258.45,4.33,,50.549999
259.4,4.365,,51.59
,,289.28,
,,,52.66
262.15,4.405,,51.810001
260.1,4.325,,52.959999
261.35,4.375,,52.799999
264.2,4.43,299.59,52.040001
262.9,4.42,,51.720001
263.65,4.43,,53.119999
263.95,4.435,,52.09
262.2,4.38,,55.07
264.45,4.4,313.5,55.759998
263.45,4.365,,55.130001
263.8,4.3375,,56.720001
265,4.385,,56.59
265.3,4.385,,54.849998
265.8,4.36,312.9,54.779999
,,,55.450001
265.6,4.325,,55.52
265.2,4.3225,,59.169998
269.4,4.395,,59.5
268.95,4.345,334.13,58.52
267.7,4.34,,59.029999
268.05,4.34,,58.57
269.1,4.335,,62
271.75,4.42,,62.689999
272.1,4.45,355.14,65.269997
288.35,4.585,,65.790001
282.75,4.515,,62.830002
283.85,4.52,,61.349998
283.45,4.625,,59.330002
280.65,4.5675,338.98,60.990002
276.65,4.52,,59.889999
273.65,4.5125,,57.689999
266.1,4.425,,57.130001
265.65,4.395,328.09,58.119999
266.25,4.405,,58.290001
266.15,4.3475,,58.990002
266.95,4.36,,57.029999
266.25,4.335,,56.52
267.25,4.345,322.46,58.779999
272.75,4.36,,57.130001
267.9,4.3325,,58.669998
271.8,4.385,,58.880001
272.2,4.3975,,59.68
274.35,4.45,339.67,58.369999
271.5,4.375,,57.509998
273.95,4.43,,57.34
272.4,4.4,,55.650002
272.65,4.35,,54.98
273.2,4.335,310.91,55.200001
273.1,4.32,,55.330002
273.85,4.3,,55.860001
276,4.3525,,55.009998
271.45,4.305,,53.459999
269.9,4.335,303.32,53.25
269.1,4.305,,51.509998
268.6,4.29,,52.419998
267.6,4.27,,
267.55,4.26,,51.93
265.2,4.225,292.24,51.790001
266.85,4.265,,51.869999
267.2,4.265,,52.759998
266.55,4.255,,54.310001
267.55,4.26,,54.360001
266.4,4.2525,306.11,53.860001
268,4.31,,52.990002
266.85,4.22,,53.709999
268.1,4.24,,55.720001
271.55,4.27,,55.57
270.1,4.22,307.94,55.77
269.25,4.2575,,55.259998
268.9,4.26,,56.509998
269.25,4.24,,55.509998
267.15,4.24,,53.959999
265.85,4.25,297.22,54.599998
266.4,4.225,,53.119999
265.55,4.215,,53.060001
267.7,4.24,,52.91
268.3,4.2325,,52.650002
267.5,4.24,285.69,52.740002
267.9,4.22,,53.290001
266.7,4.14,,52.630001
266.5,4.155,,53.330002
269,4.155,,55.93
273.35,4.22,307.84,55.150002
275.1,4.175,,56.630001
274.1,4.16,,55.880001
276.35,4.23,,56.669998
275.1,4.17,,57.040001
276.25,4.215,314.82,57.560001
277.75,4.24,,57.110001
276.95,4.165,,57.509998
277.25,4.205,,57.16
274.3,4.195,,57.779999
275.15,4.22,316.39,58.259998
,,,57.389999
271.6,4.21,,56.860001
272.85,4.21,,56.630001
273.4,4.2025,,56.939999
275.35,4.2,314.16,56.560001
273.55,4.195,,
272.25,4.175,,55.259998
271.7,4.19,,55.669998
272,4.18,,54.5
273.15,4.185,300.46,55.029999
273.2,4.18,,55.5
271.4,4.18,,
279.5,4.22,,
278.5,4.215,,
284.5,4.27,302.64,
291,4.29,,56.889999
288.65,4.365,,57.52
289.35,4.465,,57.73
288.2,4.62,,59.310001
291.3,4.6,328.05,58.200001
289.65,4.5075,,56.310001
287.95,4.52,,55.669998
291.6,4.5525,,57.77
291.25,4.545,,57.849998
290.85,4.585,323.32,57.790001
291.65,4.58,,58.75
291.1,4.595,,59.150002
289.95,4.5875,,56.810001
289.15,4.61,,56.509998
291.6,4.645,319.5,57.970001
292.85,4.645,,57.099998
291.1,4.63,,55.259998
286.5,4.4875,,53.599998
282.35,4.415,,51.98
282.85,4.42,296.82,54.439999
283.75,4.42,,54.119999
281.25,4.355,,55.389999
281.65,4.375,,56.189999
282.2,4.345,,54.07
278.7,4.24,304.86,52.740002
277.55,4.235,,51.48
274.9,4.225,,51.790001
276.15,4.245,,52.34
275.35,4.19,,53.23
276.95,4.205,302.86,52.939999
277.7,4.215,,53.029999
280.2,4.2875,,54.52
280.95,4.275,,54.529999
279.45,4.235,,54.48
280.2,4.22,311.24,55.830002
278.95,4.125,,55.200001
278.9,4.125,,55.080002
280.5,4.145,,56.02
280.2,4.13,,53.869999
277.3,4.105,311.87,54.720001
277.7,4.15,,54.639999
277.65,4.1125,,53.419998
277.55,4.18,,52.93
276.05,4.11,,51.939999
275.5,4.1175,300.84,50.91
274.2,4.11,,49.459999
273.75,4.08,,50.34
273.15,4.065,,49.889999
273.2,4.065,,
272.55,4.095,296.01,49.830002
273.05,4.07,,49.830002
273.65,4.07,,51.450001
274.6,4.09,,52.09
274.65,4.1375,,51.700001
274.7,4.14,311.41,52.57
275.25,4.18,,53.380001
276.55,4.2075,,52.93
275.75,4.145,,53.360001
274.1,4.22,,54.119999
274.75,4.27,320.64,52.889999
273.35,4.235,,52.439999
272.6,4.245,,52.330002
273.25,4.29,,53.610001
273.95,4.27,,53.650002
274.85,4.36,312.07,55.73
277.8,4.385,,55.09
278.85,4.44,,56.779999
278.9,4.49,,54.41
276.25,4.385,,55.59
277.8,4.52,324.68,54.98
277.7,4.54,,55.189999
,,,54.73
278.05,4.54,,54.110001
277.6,4.5,317.95,53.560001
276.5,4.52,,54.43
278.1,4.59,,54.799999
278.65,4.63,,55.709999
278.95,4.68,324.28,55.950001
279.65,4.715,,56.869999
278.2,4.77,,55.869999
279.35,4.75,,58.07
287,4.845,,58.560001
286.6,4.76,338.92,58.5
286.4,4.6675,,58.529999
283.85,4.555,,59.560001
287.95,4.67,,60.290001
285.15,4.565,,59.130001
283.7,4.4125,346.24,58.34
282.65,4.355,,
283.35,4.34,,58.459999
281.6,4.2975,,57.59
279.05,4.2925,,57.299999
279,4.3325,335.53,59.139999
279.35,4.285,,58.57
277.8,4.235,,60.349998
280.95,4.295,,60.419998
281.5,4.275,,61.330002
282,4.2475,356.46,62.799999
285.8,4.3,,65.25
290.35,4.3,,67.830002
297.45,4.475,,64.790001
300.35,4.365,,67.300003
305.1,4.38,394.43,68.239998
301.5,4.4,,64.580002
298.9,4.3875,,66.25
298.6,4.44,,66.529999
298.1,4.51,,68.019997
300.4,4.58,389.18,67.400002
298.5,4.545,,
297.25,4.515,,63.950001
294.2,4.495,,63.099998
291.15,4.405,,65.099998
293.35,4.445,378.64,64.68
291.8,4.395,,63.529999
293,4.375,,66.57
299.3,4.45,,65.040001
296.55,4.435,,65.160004
295.8,4.495,379.06,65.610001
299.55,4.5975,,64.870003
296.6,4.57,,63.939999
294.35,4.525,,65.660004
292.15,4.48,,62.509998
289.3,4.485,360.76,60.900002
291.75,4.53,,62.549999
